CODIGO CIE,CODIGO INEP,DIRETORIA,ESCOLA,MUNICIPIO,NIVEL ENSINO,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
000644,35000644,NORTE 1,PIO XII                                                     ,SAO PAULO,ANOS INICIAIS,3.56,3.91,4.17,4.64,4.76,3.57,3.30,4.07,5.81,6.07,5.99,4.47
001314,35001314,NORTE 2,CASSIO DA COSTA VIDIGAL                                     ,SAO PAULO,ANOS INICIAIS,2.70,3.37,3.40,4.01,4.28,4.08,3.95,4.77,4.76,4.35,5.20,5.08
001348,35001348,NORTE 2,JOSE DO AMARAL MELLO PROF                                   ,SAO PAULO,ANOS INICIAIS,2.29,2.29,1.95,2.69,3.34,3.49,2.94,3.35,3.20,3.33,4.01,4.01
001405,35001405,CENTRO,ROMAO PUIGARI                                               ,SAO PAULO,ANOS INICIAIS,3.28,3.13,4.51,4.10,4.22,4.40,3.99,4.29,5.10,5.12,5.11,4.96
001582,35001582,LESTE 5,DOMINGOS FAUSTINO SARMIENTO                                 ,SAO PAULO,ANOS INICIAIS,2.98,3.26,2.70,3.25,3.43,3.05,3.55,4.09,4.33,4.30,4.86,4.75
001739,35001739,CENTRO SUL,ANDRE DREYFUS PROFESSOR                                     ,SAO PAULO,ANOS INICIAIS,3.29,4.09,5.29,5.85,5.96,5.50,5.93,5.96,6.41,6.21,5.70,5.54
001909,35001909,CENTRO SUL,CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA                 ,SAO PAULO,ANOS INICIAIS,2.35,2.07,3.91,3.21,4.35,4.52,3.35,4.31,4.64,5.34,4.19,4.85
002082,35002082,LESTE 5,BLANCA ZWICKER SIMOES PROFESSORA                            ,SAO PAULO,ANOS INICIAIS,5.92,6.37,6.25,6.41,6.42,5.95,6.83,6.64,6.62,7.13,7.41,7.32
002343,35002343,LESTE 4,MARIA LOURDES N ALBERGARIA PROFA                            ,SAO PAULO,ANOS INICIAIS,2.13,3.24,4.58,3.50,4.35,4.05,4.51,4.40,6.17,5.62,4.88,5.27
003177,35003177,LESTE 3,ALCIDES BOSCOLO PROFESSOR                                   ,SAO PAULO,ANOS INICIAIS,2.53,2.61,2.10,3.21,3.42,3.65,3.70,5.09,5.08,5.95,5.44,5.41
003311,35003311,LESTE 3,ANDRE NUNES JUNIOR                                          ,SAO PAULO,ANOS INICIAIS,4.39,3.28,3.34,3.58,2.97,3.67,3.60,3.94,4.83,5.76,4.83,4.85
004315,35004315,CENTRO SUL,JULIO DE MESQUITA FILHO                                     ,SAO PAULO,ANOS INICIAIS,3.00,3.28,3.21,3.91,4.25,3.99,3.50,3.69,4.56,4.28,4.20,5.37
004388,35004388,CENTRO SUL,SEMINARIO NOSSA SENHORA DA GLORIA                           ,SAO PAULO,ANOS INICIAIS,4.63,5.16,4.77,4.26,5.01,4.18,4.48,5.69,6.16,6.42,5.85,5.37
004424,35004424,CENTRO SUL,FRANCISCO DE ASSIS REYS                                     ,SAO PAULO,ANOS INICIAIS,4.34,4.31,5.26,5.25,4.35,5.67,6.98,6.43,5.93,6.03,7.07,6.66
004558,35004558,SUL 1,DANDOLO FREDIANI PROFESSOR                                  ,SAO PAULO,ANOS INICIAIS,2.68,2.31,3.24,3.05,3.52,3.63,2.35,3.65,4.27,5.59,4.48,5.28
004649,35004649,CENTRO SUL,CALIXTO DE SOUZA ARANHA PROFESSOR                           ,SAO PAULO,ANOS INICIAIS,2.94,2.89,3.45,4.17,3.94,3.87,4.41,4.65,5.42,5.69,5.41,5.38
004856,35004856,CENTRO SUL,PEDRO VOSS PROFESSOR                                        ,SAO PAULO,ANOS INICIAIS,3.05,3.96,4.40,4.28,5.16,5.00,4.98,6.44,6.35,6.35,5.63,5.86
004881,35004881,SUL 1,EDMEA ATTAB PROFESSORA                                      ,SAO PAULO,ANOS INICIAIS,2.65,2.10,2.13,3.57,2.94,3.49,5.12,4.51,3.35,4.79,4.29,4.08
004947,35004947,SUL 1,NEYDE APPARECIDA SOLLITTO PROFESSORA                        ,SAO PAULO,ANOS INICIAIS,,,,,,,2.53,3.57,,3.39,3.73,4.25
005460,35005460,SUL 3,JERONYMO MONTEIRO                                           ,SAO PAULO,ANOS INICIAIS,3.23,3.61,4.20,4.31,3.58,5.32,5.43,4.36,4.45,5.11,4.26,5.46
005617,35005617,CAIEIRAS,JOAQUIM OSORIO DE AZEVEDO PROF                              ,CAIEIRAS,ANOS INICIAIS,4.33,4.75,4.67,,,,,,,,,
005794,35005794,GUARULHOS SUL,CAPISTRANO DE ABREU                                         ,GUARULHOS,ANOS INICIAIS,4.81,4.98,5.01,4.95,5.37,5.82,4.89,5.41,4.89,5.85,5.83,6.54
005885,35005885,GUARULHOS SUL,ROTARY                                                      ,GUARULHOS,ANOS INICIAIS,1.91,1.71,3.07,,,,,,,,,
006051,35006051,GUARULHOS SUL,JOSE ROBERTO FRIEBOLIN PROFESSOR                            ,GUARULHOS,ANOS INICIAIS,3.80,3.64,4.53,4.56,6.11,4.45,4.27,4.63,5.80,6.07,6.35,6.37
006087,35006087,GUARULHOS NORTE,GENOEFA D AQUINO PACITTI PROFESSORA                         ,GUARULHOS,ANOS INICIAIS,1.76,1.80,2.50,2.43,3.31,3.47,1.92,,3.96,4.51,,
006185,35006185,GUARULHOS SUL,WALDEMAR FREIRE VERAS VEREADOR                              ,GUARULHOS,ANOS INICIAIS,3.15,3.60,3.95,3.82,2.46,,,,,,,
006221,35006221,GUARULHOS SUL,JOAO ALVARES DE SIQUEIRA BUENO                              ,GUARULHOS,ANOS INICIAIS,2.53,3.07,2.61,3.59,4.01,2.87,,,,,,
474873,35474873,SANTOS,WALDOMIRO MARIANI PROFESSOR,CUBATAO,ANOS INICIAIS,,,,,,,,2.85,3.50,4.13,4.44,5.00
564990,35564990,CAMPINAS LESTE,VILA OLIMPIA                                                ,CAMPINAS,ANOS INICIAIS,,,,,,,,,3.91,4.33,3.48,4.29
578575,35578575,AMERICANA,PROFESSORA LENY APPARECIDA PAGOTTO BOER                     ,AMERICANA,ANOS INICIAIS,,,,,,,,,,,5.10,5.78
579476,35579476,NORTE 2,VILA ALBERTINA,SAO PAULO,ANOS INICIAIS,,,,,,,,,,,3.94,5.48
900138,35900138,GUARULHOS SUL,ORLANDO MINELLA                                             ,GUARULHOS,ANOS INICIAIS,2.27,2.18,1.83,2.37,3.90,,,,4.19,,,
900424,35900424,AVARE,DIMAS MOZART E SILVA PROFESSOR                              ,TAQUARITUBA,ANOS INICIAIS,3.11,2.66,,,,,,,,,,
900710,35900710,SERTAOZINHO,CLOVIS GUIMARAES SPINOLA DR                                 ,PITANGUEIRAS,ANOS INICIAIS,2.55,,,,,,,,,,,
900874,35900874,ASSIS,NOEMIA GARCIA CICILIATO PROFA                               ,FLORINIA,ANOS INICIAIS,2.55,2.75,2.98,4.62,6.11,5.36,4.37,5.81,5.32,5.81,7.12,5.74
900941,35900941,SANTO ANASTACIO,MERCIA MARIA PRETTI SOARES PROFESSORA                       ,PRESIDENTE EPITACIO,ANOS INICIAIS,3.66,3.10,5.58,4.47,5.46,4.90,4.68,6.02,7.44,6.87,6.96,6.32
900977,35900977,TUPA,ARY FONSECA                                                 ,RINOPOLIS,ANOS INICIAIS,4.05,2.62,5.97,6.06,4.52,4.19,2.31,6.16,7.60,3.99,4.18,5.31
901027,35901027,JAU,BENEDITO DOS SANTOS GUERREIRO                               ,DOIS CORREGOS,ANOS INICIAIS,3.18,3.81,,,,,,,,,,
901124,35901124,CAMPINAS OESTE,CELESTE PALANDI DE MELLO PROFESSORA                         ,CAMPINAS,ANOS INICIAIS,1.85,1.80,2.57,2.22,2.43,2.41,3.31,4.61,3.23,3.47,4.20,5.76
901477,35901477,JACAREI,TITO MAXIMO PROF                                            ,JACAREI,ANOS INICIAIS,3.60,4.51,4.35,,,,,,,,,
901660,35901660,REGISTRO,IRENE MACHADO DE LIMA DONA                                  ,REGISTRO,ANOS INICIAIS,2.48,3.13,3.70,3.34,3.91,,,,,,,
902196,35902196,ITAPECERICA DA SERRA,JORGE NINO SOARES PROFESSOR                                 ,JUQUITIBA,ANOS INICIAIS,2.00,1.46,2.73,4.13,4.90,4.02,4.38,3.81,4.22,6.74,5.19,7.08
902263,35902263,SUL 2,MARGARIDA MARIA ALVES                                       ,SAO PAULO,ANOS INICIAIS,2.13,2.32,2.41,2.83,3.34,2.29,3.07,,,,,
902664,35902664,SUL 2,ROSA PAVONE PIMONT DOUTORA                                  ,SAO PAULO,ANOS INICIAIS,2.43,2.58,1.87,2.17,2.79,3.24,3.32,3.81,3.74,4.77,3.61,4.04
902846,35902846,LESTE 1,SAID MURAD                                                  ,SAO PAULO,ANOS INICIAIS,2.61,2.60,3.30,3.34,3.22,3.85,4.01,4.35,4.05,5.36,5.24,5.12
902949,35902949,SUZANO,ALICE ROMANOS PROFESSORA                                    ,SUZANO,ANOS INICIAIS,2.94,3.29,3.10,3.82,4.08,3.10,3.24,2.98,3.56,3.59,3.55,4.50
903164,35903164,JACAREI,CELISA MERCADANTE FARIA PROFA                               ,JACAREI,ANOS INICIAIS,3.42,4.57,4.75,4.12,5.27,5.25,5.63,,6.65,6.58,5.58,6.26
903267,35903267,SOROCABA,ZELIA DULCE DE CAMPOS MAIA PROFESSORA                       ,SOROCABA,ANOS INICIAIS,3.93,3.04,3.82,5.42,4.39,3.58,4.42,4.72,5.34,4.85,5.14,4.95
903700,35903700,OURINHOS,JOSE PASCHOALICK PROFESSOR                                  ,OURINHOS,ANOS INICIAIS,3.67,4.30,5.21,4.61,4.80,4.79,5.07,5.06,6.89,6.43,5.52,7.18
903735,35903735,REGISTRO,ODETE PEREIRA GOULART SALES PROFESSORA                      ,ELDORADO,ANOS INICIAIS,3.24,2.71,2.62,3.48,4.31,,,,,,,
903917,35903917,CAMPINAS OESTE,SALVADOR BOVE PROFESSOR                                     ,CAMPINAS,ANOS INICIAIS,4.25,3.92,4.77,3.92,5.14,4.04,5.28,5.98,6.18,6.04,6.51,7.26
904132,35904132,SAO JOAO DA BOA VISTA,ANTONIO DAVID MONSENHOR                                     ,SAO JOAO DA BOA VISTA,ANOS INICIAIS,1.91,3.18,3.06,2.75,3.76,,,,,,,
904417,35904417,ITAQUAQUECETUBA,LACY LENSKI LOPES PROFESSORA                                ,POA,ANOS INICIAIS,2.21,1.84,2.23,2.46,,,,,,,,
904485,35904485,MAUA,CORA CORALINA POETISA                                       ,RIO GRANDE DA SERRA,ANOS INICIAIS,2.92,2.90,2.74,5.72,4.67,5.12,4.34,5.44,6.57,5.44,6.09,5.11
904636,35904636,LESTE 2,LAURO CELIDONIO GOMES DOS REIS DR                           ,SAO PAULO,ANOS INICIAIS,3.05,3.03,2.99,3.43,3.98,4.78,3.95,4.43,6.38,5.42,5.16,5.29
904685,35904685,DIADEMA,ECA DE QUEIROZ                                              ,DIADEMA,ANOS INICIAIS,3.68,3.61,4.79,3.98,4.32,4.99,5.62,5.94,7.12,6.95,6.92,6.35
905136,35905136,SAO JOSE DOS CAMPOS,HOMERA DA SILVA BRAGA PROFA                                 ,SAO JOSE DOS CAMPOS,ANOS INICIAIS,4.36,,,,,,,,,,,
905239,35905239,ITAPETININGA,PERICLES GALVAO PROF                                        ,ITAPETININGA,ANOS INICIAIS,2.28,2.99,,,,,,,,,,
905422,35905422,BRAGANCA PAULISTA,JOAO RISSARDI JUNIOR                                        ,BRAGANCA PAULISTA,ANOS INICIAIS,3.04,3.27,3.26,4.80,5.05,,,,,,,
905471,35905471,CAMPINAS OESTE,RUY RODRIGUEZ                                               ,CAMPINAS,ANOS INICIAIS,1.57,,,,,,,,,,,
905586,35905586,LIMEIRA,ROBERTO GARCIA LOSZ PROFESSOR                               ,RIO CLARO,ANOS INICIAIS,3.52,2.59,,,,,,,,,,
000061,35000061,NORTE 1,SUZANA DE CAMPOS DONA                                       ,SAO PAULO,ANOS INICIAIS,3.02,2.92,3.57,3.68,3.65,,3.34,3.73,4.81,4.77,5.51,5.18
000243,35000243,NORTE 1,ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA                   ,SAO PAULO,ANOS INICIAIS,3.36,4.14,4.23,3.53,3.34,4.57,4.32,5.09,4.50,5.28,5.20,5.01
000279,35000279,NORTE 1,GALDINO LOPES CHAGAS PROFESSOR                              ,SAO PAULO,ANOS INICIAIS,2.68,2.86,3.08,2.98,3.37,3.24,4.10,4.15,4.64,5.00,4.70,6.30
000361,35000361,NORTE 1,PASQUALE PECCICACCO                                         ,SAO PAULO,ANOS INICIAIS,4.09,4.31,4.46,4.32,4.62,4.87,4.70,5.51,5.00,5.91,5.65,5.36
000504,35000504,CENTRO,MARIO TEIXEIRA MARIANO PROFESSOR                            ,SAO PAULO,ANOS INICIAIS,3.94,3.72,4.83,4.81,4.50,5.00,5.66,6.02,6.63,6.31,6.17,5.81
000772,35000772,NORTE 2,VISCONDE DE INHAUMA ALMIRANTE                               ,SAO PAULO,ANOS INICIAIS,3.78,4.05,4.84,4.14,4.95,4.65,4.98,6.07,5.63,6.05,5.81,6.18
001065,35001065,NORTE 2,DAVID EUGENIO DOS SANTOS PROF                               ,SAO PAULO,ANOS INICIAIS,4.97,5.03,5.50,5.92,5.04,5.71,5.57,5.78,5.36,5.92,5.05,5.43
001090,35001090,NORTE 2,JOSE MARIA REYS PROF                                        ,SAO PAULO,ANOS INICIAIS,4.13,4.44,4.66,5.04,4.98,5.29,5.20,5.27,5.67,6.13,6.64,6.43
001508,35001508,LESTE 5,ANTONIO DE QUEIROZ TELLES DOUTOR                            ,SAO PAULO,ANOS INICIAIS,3.98,4.60,5.40,5.10,4.92,4.56,4.49,5.36,6.21,5.52,5.86,5.90
001697,35001697,LESTE 5,BEATRIZ R BASSI ASTORINO PROFESSORA                         ,SAO PAULO,ANOS INICIAIS,3.63,4.08,4.47,4.81,4.53,4.64,4.17,4.46,5.52,5.19,5.23,5.04
001922,35001922,LESTE 5,JULIETA NOGUEIRA RINALDI PROFESSORA                         ,SAO PAULO,ANOS INICIAIS,3.58,2.45,4.40,4.51,4.26,4.71,4.73,6.09,6.11,6.04,6.61,6.65
001958,35001958,CENTRO SUL,JULIA MACEDO PANTOJA PROFESSORA                             ,SAO PAULO,ANOS INICIAIS,4.24,5.14,4.89,5.87,6.20,5.60,,6.80,5.78,6.15,5.92,6.56
002458,35002458,LESTE 4,BERNARDO RODRIGUES NOGUEIRA DOM                             ,SAO PAULO,ANOS INICIAIS,4.09,3.83,5.17,5.05,5.24,4.86,6.43,5.74,5.58,6.42,6.58,6.59
002951,35002951,LESTE 2,MANOEL DE NOBREGA DEPUTADO                                  ,SAO PAULO,ANOS INICIAIS,3.16,3.40,3.87,3.86,3.90,3.58,3.44,4.23,,,,
002987,35002987,LESTE 1,GABRIEL PELICIOTTI PROFESSOR                                ,SAO PAULO,ANOS INICIAIS,3.23,2.53,3.50,3.29,4.60,4.21,4.74,4.22,5.36,5.59,5.55,5.47
003001,35003001,LESTE 2,DARIO DE QUEIROZ PROF                                       ,SAO PAULO,ANOS INICIAIS,,,,2.60,1.94,2.55,1.58,2.90,3.16,3.68,2.70,5.64
003219,35003219,LESTE 1,MARIA DA CONCEICAO OLIVEIRA COSTA PROFESSORA                ,SAO PAULO,ANOS INICIAIS,3.64,3.46,5.05,4.66,4.63,4.55,,5.53,5.44,5.31,5.50,5.94
003487,35003487,CENTRO,ARTHUR GUIMARAES                                            ,SAO PAULO,ANOS INICIAIS,4.37,5.22,4.99,4.92,5.06,4.30,4.62,4.76,5.08,5.45,5.11,5.20
003505,35003505,CENTRO,DEODORO MARECHAL                                            ,SAO PAULO,ANOS INICIAIS,2.87,3.49,3.46,3.97,4.07,4.28,3.84,4.47,4.98,4.96,5.23,5.27
003612,35003612,CENTRO OESTE,GUILHERME KUHLMANN                                          ,SAO PAULO,ANOS INICIAIS,3.66,4.39,5.84,5.80,5.10,5.30,4.55,5.57,5.47,5.43,5.56,5.14
003712,35003712,CENTRO,MARINA CINTRA PROFESSORA                                    ,SAO PAULO,ANOS INICIAIS,3.82,3.56,3.67,3.96,4.49,4.37,4.37,4.47,4.14,5.74,5.19,5.19
003955,35003955,CENTRO OESTE,KEIZO ISHIHARA                                              ,SAO PAULO,ANOS INICIAIS,4.56,4.25,4.32,4.69,3.81,5.01,4.61,4.97,5.46,5.75,5.20,6.02
004005,35004005,CENTRO OESTE,MARIA EUGENIA MARTINS PROFESSORA                            ,SAO PAULO,ANOS INICIAIS,,,,,,,2.54,3.61,4.58,,,
004112,35004112,CENTRO OESTE,LUIS ELIAS ATTIE                                            ,SAO PAULO,ANOS INICIAIS,2.65,3.05,3.33,3.06,3.60,3.59,3.41,4.75,5.08,5.69,6.27,5.99
004273,35004273,CENTRO SUL,DEMOSTHENES MARQUES PROFESSOR                               ,SAO PAULO,ANOS INICIAIS,3.43,3.60,4.40,4.24,4.84,4.80,6.82,6.60,6.48,6.50,7.05,7.35
004716,35004716,CENTRO OESTE,ERICO DE ABREU SODRE                                        ,SAO PAULO,ANOS INICIAIS,3.10,4.02,4.68,4.67,5.30,4.21,4.30,5.31,5.27,5.77,5.67,5.92
004959,35004959,SUL 1,LUIZA MARCELINA BRANCA CHAIB                                ,SAO PAULO,ANOS INICIAIS,1.98,1.62,2.90,2.18,3.57,3.63,3.97,3.56,4.33,4.78,4.08,6.97
005241,35005241,SUL 2,PAULO OCTAVIO DE AZEVEDO PROFESSOR                          ,SAO PAULO,ANOS INICIAIS,1.64,2.12,2.34,3.79,3.63,3.74,4.47,3.61,4.33,4.51,4.84,4.81
005459,35005459,SUL 3,HERBERT BALDUS                                              ,SAO PAULO,ANOS INICIAIS,,,2.59,4.43,,,,,,,,
005484,35005484,SUL 2,JOAO BATISTA DE CARVALHO MONSENHOR                          ,SAO PAULO,ANOS INICIAIS,,,,2.55,4.33,3.31,,3.23,4.53,4.93,4.95,3.39
005927,35005927,GUARULHOS SUL,EMILIA ANNA ANTONIO PROFESSORA                              ,GUARULHOS,ANOS INICIAIS,3.48,3.44,7.01,4.41,4.09,3.77,,,5.13,,,
005952,35005952,GUARULHOS SUL,CORYNTHO BALDOINO COSTA JUNIOR PROFESSOR                    ,GUARULHOS,ANOS INICIAIS,2.17,1.53,3.80,2.80,5.82,4.55,,4.09,3.74,,,
045676,35045676,CAMPINAS OESTE,ORLANDO SIGNORELLI                                          ,CAMPINAS,ANOS INICIAIS,3.46,3.31,3.93,3.96,5.00,4.12,2.57,4.34,5.60,6.46,7.29,5.87
046255,35046255,NORTE 1,CARLOS BORBA PROFESSOR                                      ,SAO PAULO,ANOS INICIAIS,3.61,3.63,4.10,3.94,3.94,4.79,5.04,5.28,5.91,5.59,4.60,5.66
046280,35046280,LESTE 1,MARIA APARECIDA MACHADO JULIANELLI                          ,SAO PAULO,ANOS INICIAIS,2.59,1.95,3.17,3.21,2.96,3.18,4.01,4.42,3.91,4.33,4.16,4.37
046848,35046848,APIAI,ROSARIA JANUZZI PROFA                                       ,APIAI,ANOS INICIAIS,2.49,2.02,3.15,3.03,3.91,2.31,2.33,3.33,4.30,4.06,4.44,4.23
046991,35046991,SOROCABA,LAILA GALEP SACKER PROFESSORA                               ,SOROCABA,ANOS INICIAIS,2.98,3.19,4.00,6.99,5.25,4.97,5.84,6.12,6.27,5.23,4.89,5.65
047173,35047173,CAMPINAS OESTE,ANTONIO PIRES BARBOSA DOUTOR                                ,CAMPINAS,ANOS INICIAIS,3.43,3.12,3.48,4.45,4.04,3.96,3.79,3.08,4.71,5.59,5.38,5.20
047491,35047491,TAQUARITINGA,IRACEMA DE OLIVEIRA CARLOS PROFA                            ,IBITINGA,ANOS INICIAIS,4.47,4.52,5.89,5.90,6.37,4.95,3.97,4.55,6.61,6.11,5.56,6.75
048227,35048227,APIAI,LEILA MARISA PASSARO PROFA                                  ,GUAPIARA,ANOS INICIAIS,3.55,2.26,2.63,2.68,5.53,2.30,3.18,,4.74,3.89,6.67,
048495,35048495,MOGI DAS CRUZES,LUCINDA BASTOS PROFESSORA                                   ,MOGI DAS CRUZES,ANOS INICIAIS,3.09,1.97,4.50,3.89,1.75,1.71,2.72,2.38,3.76,4.24,4.08,4.87
048677,35048677,LESTE 3,INDIANA ZUYCHER SIMOES DE JESUS PROFESSORA                  ,SAO PAULO,ANOS INICIAIS,3.34,3.16,4.21,3.71,3.89,4.18,4.09,4.34,4.82,5.02,5.12,4.72
048884,35048884,SUZANO,ANTONIO GARCIA VEREADOR                                     ,SUZANO,ANOS INICIAIS,2.56,2.11,3.11,2.43,4.04,,,4.18,3.57,5.16,4.55,5.19
048938,35048938,DIADEMA,GREGORIO WESTRUPP PADRE                                     ,DIADEMA,ANOS INICIAIS,4.12,4.22,4.79,6.47,5.62,7.65,5.89,4.96,5.68,5.75,5.23,6.58
049220,35049220,TAUBATE,ANTONIO DE MOURA ABUD DOUTOR                                ,TAUBATE,ANOS INICIAIS,2.78,2.76,,,,,,,,,,
049888,35049888,AVARE,JOSE APARECIDO CASTELUCCI PROFESSOR                         ,TAQUARITUBA,ANOS INICIAIS,2.54,4.39,3.24,4.26,,4.52,,,,,,
049931,35049931,BRAGANCA PAULISTA,SEBASTIAO FERRAZ DE CAMPOS PROF                             ,BRAGANCA PAULISTA,ANOS INICIAIS,2.34,1.57,2.64,4.00,2.50,3.43,,,,,,
121484,35121484,SUL 2,WANDER TAFFO MUSICO                                         ,SAO PAULO,ANOS INICIAIS,2.21,2.48,3.30,3.20,2.85,3.34,,4.36,5.09,4.14,5.18,4.40
122245,35122245,TABOAO DA SERRA,PARQUE JANE II                                              ,EMBU,ANOS INICIAIS,,3.93,3.06,4.80,4.52,4.50,,,5.35,,,
130333,35130333,NORTE 1,REPUBLICA DA COLOMBIA                                       ,SAO PAULO,ANOS INICIAIS,,,2.46,1.94,1.71,2.26,,,,,,
191905,35191905,SUL 2,EUDORO VILLELA                                              ,SAO PAULO,ANOS INICIAIS,2.20,2.48,2.56,3.02,3.29,2.59,3.07,3.51,4.17,4.29,4.83,4.37
268288,35268288,LESTE 4,FAZENDA DA JUTA VI                                          ,SAO PAULO,ANOS INICIAIS,2.13,2.20,3.29,2.97,3.12,3.43,3.16,3.71,4.67,5.38,4.45,5.02
412173,35412173,LESTE 3,JUAN CARLOS ONETTI ESCRITOR                                 ,SAO PAULO,ANOS INICIAIS,,,3.86,2.56,3.14,3.27,3.78,,,,,
433615,35433615,CENTRO SUL,CARLOS ESTEVAM ALDO MARTINS PROFESSOR                       ,SAO PAULO,ANOS INICIAIS,,,,2.87,2.81,2.68,3.21,3.68,,,4.36,4.74
436012,35436012,CAMPINAS OESTE,CLAUDIA FRANCISCO DA SILVA,CAMPINAS,ANOS INICIAIS,,,,,,,,,,,5.17,4.07
479500,35479500,NORTE 1,CYNIRA STOCCO FAUSTO PROFESSORA                             ,SAO PAULO,ANOS INICIAIS,,,,,,,,3.43,,4.11,3.85,5.00
563146,35563146,CAMPINAS LESTE,VILA ESPERANCA                                              ,CAMPINAS,ANOS INICIAIS,,,,,,,,,2.89,3.63,2.74,4.83
576475,35576475,RIBEIRAO PRETO,JARDIM FLAMBYANS                                            ,RIBEIRAO PRETO,ANOS INICIAIS,,,,,,,,,4.68,4.88,5.96,5.83
900102,35900102,SUL 2,LEILA SABINO PROFESSORA                                     ,SAO PAULO,ANOS INICIAIS,2.81,3.26,3.35,3.99,4.36,4.51,3.41,5.09,4.18,5.11,5.05,5.11
900370,35900370,SOROCABA,JULIA RIOS ATHAYDE PROFESSORA                               ,SOROCABA,ANOS INICIAIS,3.85,4.48,4.99,4.93,4.15,4.92,5.46,5.13,,,,
900527,35900527,SUMARE,PAULINA ROSA PROFESSORA                                     ,HORTOLANDIA,ANOS INICIAIS,4.28,3.24,4.30,3.75,3.57,5.14,4.11,4.06,4.68,5.92,5.10,6.92
900795,35900795,SAO CARLOS,JOAO JORGE MARMORATO PROFESSOR                              ,SAO CARLOS,ANOS INICIAIS,4.93,3.97,5.19,5.92,5.60,5.36,5.47,5.53,6.57,6.62,7.53,7.69
901088,35901088,CAMPINAS LESTE,ALBERTO MEDALJON PROFESSOR                                  ,CAMPINAS,ANOS INICIAIS,2.82,3.00,3.78,3.19,3.13,2.80,3.42,2.22,3.85,5.41,4.14,5.84
901106,35901106,CAMPINAS OESTE,JOAQUIM PEDROSO SARGENTO                                    ,CAMPINAS,ANOS INICIAIS,4.08,3.52,4.39,6.61,6.23,7.31,6.49,4.85,6.56,6.38,7.47,8.07
901131,35901131,CAMPINAS OESTE,NEWTON OPPERMANN DOUTOR                                     ,CAMPINAS,ANOS INICIAIS,2.95,3.36,3.57,3.11,3.01,5.10,5.15,5.43,4.49,4.71,4.76,4.94
000358,35000358,CENTRO,MATILDE MACEDO SOARES                                       ,SAO PAULO,ANOS INICIAIS,2.64,3.11,3.51,3.22,4.90,4.36,4.52,3.83,5.14,5.29,5.04,5.39
000425,35000425,NORTE 2,REPUBLICA DO CHILE                                          ,SAO PAULO,ANOS INICIAIS,,3.74,4.18,4.23,4.65,5.28,5.42,4.52,6.47,6.01,6.24,6.74
000590,35000590,CENTRO,PAULO SETUBAL                                               ,SAO PAULO,ANOS INICIAIS,3.02,3.11,3.85,3.11,5.25,5.01,5.93,5.42,5.28,6.17,7.23,6.70
000693,35000693,NORTE 2,RITA BICUDO PEREIRA PROFA                                   ,SAO PAULO,ANOS INICIAIS,2.01,2.52,3.48,3.58,2.82,3.91,3.28,4.44,4.53,5.84,4.78,5.20
000875,35000875,NORTE 2,CASTRO ALVES                                                ,SAO PAULO,ANOS INICIAIS,3.25,3.72,4.57,3.89,4.37,3.98,3.31,3.43,,5.29,,
001193,35001193,NORTE 2,PHILOMENA BAYLAO PROFA                                      ,SAO PAULO,ANOS INICIAIS,2.67,2.62,3.57,4.20,4.60,4.13,4.59,5.09,5.37,4.75,5.05,5.15
001211,35001211,NORTE 2,MIGUEL VIEIRA FERREIRA DR                                   ,SAO PAULO,ANOS INICIAIS,3.02,3.02,4.08,4.75,3.72,4.19,5.43,5.03,4.76,5.99,6.38,7.07
001512,35001512,CENTRO SUL,ARMANDO ARAUJO                                              ,SAO PAULO,ANOS INICIAIS,3.64,3.97,4.48,4.62,5.28,5.20,4.87,6.07,5.62,4.88,5.57,5.99
001776,35001776,LESTE 5,SECUNDINO DOMINGUES FILHO DOUTOR                            ,SAO PAULO,ANOS INICIAIS,2.98,3.93,3.67,3.52,2.44,4.00,4.81,4.26,5.53,5.30,4.91,5.97
001879,35001879,CENTRO SUL,JOAO FIRMINO DE CAMPOS                                      ,SAO PAULO,ANOS INICIAIS,3.83,4.19,4.33,4.80,5.05,4.95,5.16,6.00,6.13,6.43,6.17,6.27
002012,35002012,LESTE 5,JOAO CLIMACO DA SILVA KRUSE PROFESSOR                       ,SAO PAULO,ANOS INICIAIS,4.53,4.89,5.54,5.55,6.78,6.24,5.88,5.47,7.00,6.62,6.53,6.25
002094,35002094,LESTE 5,FREDERICO VERGUEIRO STEIDEL                                 ,SAO PAULO,ANOS INICIAIS,3.87,4.62,5.54,4.78,4.58,5.01,5.05,5.40,6.67,6.38,6.61,7.54
002379,35002379,LESTE 1,RITA JULIA DE OLIVEIRA PROFESSORA                           ,SAO PAULO,ANOS INICIAIS,3.83,3.54,3.88,4.16,4.10,4.81,4.30,4.61,5.63,5.99,6.07,5.11
002380,35002380,LESTE 1,SANTOS DUMONT                                               ,SAO PAULO,ANOS INICIAIS,4.51,3.67,5.12,4.95,4.65,4.54,4.11,4.70,5.92,5.74,5.48,5.62
002665,35002665,LESTE 1,SOUZA QUEIROZ BARAO DE                                      ,SAO PAULO,ANOS INICIAIS,1.52,1.82,2.59,5.12,4.89,2.30,2.91,3.02,4.39,4.13,5.53,5.50
